dish,dish-href,more,more-href,description
"Kodi Gudu Pulusu – Boiled Eggs In Tamarind Gravy","http://www.sailusfood.com/2006/01/07/kodi-gudu-pulusu-boiled-eggs-in-tamarind-gravy/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","I am using eggs in today’s dish. Eggs are a regular in my kitchen and had earlier posted  ‘bagara anda masala’ (eggs cooked in rich creamy sauce), a North Indian dish. ‘Gudu (egg) Pulusu’ is a typical Andhra dish where boiled eggs are cooked in onions and tamarind gravy and tempered with mustard seeds, methi seeds, garlic and curry leaves. It’s generally served with hot rice but it goes well with rotis too."
"Kobbari Senagapappu Kura – Coconut Chana dal Stir-fry","http://www.sailusfood.com/2008/03/10/kobbari-senagapappu-kura-coconut-chana-dal-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/",""
"Munaga Kaaya Tomato Kura – Drumstick Tomato Curry","http://www.sailusfood.com/2007/09/11/munaga-kaaya-tomato-kura-drumstick-tomato-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/35/","Method for making Munagakaaya Tomato Curry
			
																						Heat oil in a vessel. Add the crushed garlic and curry leaves and toss them for 8-10 seconds.

				
																							Add the onions and fry till translucent. Add the chilli pwd, turmeric pwd and salt. Combine well.

				
																							Add the chopped tomatoes and cook on medium heat uncovered for 4-5 mts. Reduce heat, add the roasted drumsticks and cook covered for another 5 mts.

				
																							Add a glass of water, jaggery, adjust salt and cook covered till you get the desired gravy consistency.

				
																							Garnish with fresh coriander leaves and serve with hot chapatis or rice."
"Shortbread Cookies","http://www.sailusfood.com/2011/12/24/shortbread-cookies-eggless/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/15/","Shortbread cookies are a ubiquitous part of the Christmas cookie platter. A traditional, classic Christmas cookie recipe that is one of the simplest and best cookie I made this Christmas. I adapted this recipe from Joy of Baking website. The shortbread cookies were not too sweet, had a buttery aftertaste and absolutely melt in the mouth."
"Kakara Kaya Vepudu – Bitter Gourd Stir fry","http://www.sailusfood.com/2008/09/15/kakara-kaya-vepudu-bitter-gourd-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/32/","The following is a favorite in our home, a nicely roasted stir fry with a tangy sweet flavor."
"Palakura Vepudu – Spinach Stir-fry","http://www.sailusfood.com/2009/02/27/palakura-vepudu-spinach-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/29/",""
"South Indian Tiffin – Uthappams (Lentil Pancakes Topped With Vegetables)","http://www.sailusfood.com/2006/02/21/south-indian-tiffin-uthappams-lentil-pancakes-topped-with-vegetables/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/","Main Ingredients:
	 urad dal  onions"
"Munchies from a Kerala home ~ Guest post by Shn of Mishmash","http://www.sailusfood.com/2008/11/18/munchies-from-a-kerala-home-guest-post-by-shn-of-mishmash/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/30/","Munchies from a Kerala home â€¦â€¦"
"Sukhi Sabzi ~ Aloo Bhindi – Potato Okra Stir fry","http://www.sailusfood.com/2009/10/09/sukhi-sabzi-aloo-bhindi-potato-okra-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","Main Ingredients:
	 potato  okra"
"How to make Naan (without yeast)","http://www.sailusfood.com/2010/02/22/how-to-make-naan-without-yeast/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/24/","How to prepare home style Naan:"
"Miriyala Charu – Andhra Pepper Flavored Rasam","http://www.sailusfood.com/2010/12/03/miriyala-charu-andhra-pepper-flavored-rasam/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/18/","Rasam or Charu is an essential part of a traditional Andhra bhojanam (meal). Comforting, earthy, warm with health supporting properties, pepper flavored charu is seasoned with asafoetida and garnished with fresh coriander. Works as a perfect antidote for a runny nose."
"Sabudana Khichdi","http://www.sailusfood.com/2007/06/25/sabudana-khichdi/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/36/","When RCI – Maharastrian cuisine  food blog event was announced, I knew instantly what I would prepare – Sabudana Khichidi, Maharastra’s breakfast delicacy. Preparing this dish got me all nostalgic and took me on a wonderful trip down memory lane, when I reminised my friend’s mother’s sabudana khichidi, one of my fondest food memories – the comforting flavors of a harmonious combination of sago and peanuts."
"Breakfast Chicken Sausage Platter","http://www.sailusfood.com/2010/06/06/breakfast-chicken-sausage-platter/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/",""
"Summer Coolers ~ Fresh Mango Juice","http://www.sailusfood.com/2010/05/10/summer-coolers-fresh-mango-juice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/22/",""
"Beerakaya Gasagasalu ~ Ridge Gourd Poppy Seeds Stir fry","http://www.sailusfood.com/2009/11/14/beerakaya-gasagasalu-ridge-gourd-poppy-seeds-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","1 Cut the ridge into half lengthwise and slice. Finely slice onions.

2 Heat oil in a cooking vessel, add the mustard seeds and as they splutter, add the cumin seeds and let them turn brown. Add the crushed garlic, green chillis and curry leaves and saute for 15-20 seconds.

3 Add the sliced onions and saute for 5 mts. Add the sliced turai and turmeric pwd and let it cook without lid for 7-8 mts, constantly sauteing in between.

4 Place lid, reduce to low flame and let it cook covered, approx 16-18 mts. Check in between. Add chilli pwd, coriander pwd, roasted methi pwd, roasted khus-khus pwd and salt and combine.

5 If it appears slightly watery, continue to cook till the water evaporates completely and stir fry on high for a mt and turn off heat.

6 Serve hot with rotis or rice."
"Bellam Maagaya – Sweet Grated Mango Pickle","http://www.sailusfood.com/2008/05/05/bellam-maagaya-teepi-maagai-sweet-grated-mango-pickle/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/33/","Main Ingredients:
	 raw mango
	    	
	

				
		
		
		 Ingredients
		
						  3 raw green mangoes (washed, wiped dry, skinned and sliced)

								  1/2 tsp turmeric pwd

								  2 tbsps red chilli pwd

								  1 tsp roasted fenugreek seeds pwd (methi/menthi podi)

								  2 1/2 tbsps salt

								  3/4 to 1 cup grated jaggery (melt and strain) or sugar

									For popu/tadka/seasoning:

								  1/4 tsp asafoetida/hing/inguva

								  1 1/2 tbsp oil"
"A traditional Malabar meal ~ Guest post by Shaheen","http://www.sailusfood.com/2009/06/29/a-traditional-malabar-meal-guest-post-by-shaheen/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/28/","Prawn/Shrimp Fry:

serves 4

Shelled and de-veined prawns:2 cup

Red chili powder-1 1/2 tsp (mix with Kashmiri chili if you want to reduce spice)

Turmeric-3/4 tsp

salt -about 1/2 tsp or to taste

Curry leaves- a sprig"
"High Raw Food ~ Mixed Fruit Salad","http://www.sailusfood.com/2010/01/05/high-raw-food-mixed-fruit-salad/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/25/","I followed the high raw food diet today which was a fruit based one. Made a mixed fruit salad with chaat masala for my mid day meal. Filling and delicious!"
"Chamadumpala Pulusu ~ Arbi (Taro Root) Curry","http://www.sailusfood.com/2010/06/08/chamadumpala-pulusu-arbi-taro-root-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/","1 Heat oil in a pan. Add mustard seeds and let them pop, add methi and curry leaves toss for a half a minute till the flavors come out and take care not to burn them.

2 Add the chopped onions and green chillis and saute for a minute. Add the taro root pieces and salt and combine. Cook for 10-12 mts or till the onions and taro root are lightly browned.

3 Add chilli pwd, coriander pwd and turmeric pwd and combine well. Add the chopped tomatoes and cook further for another 4-5 mts.

4 Add the grated jaggery and tamarind pulp along with approx three cups of water. Bring to a boil and reduce flame and cover with lid. Let it cook for 8-10 mts till the gravy thickens slightly. Remember, ‘pulusu’ is a gravy dish and should be of a slightly watery consistency.

5 Once cooked, garnish with coriander leaves and serve hot with steamed rice."
"Shikampur Kebabs – Minced mutton-based lentil patty","http://www.sailusfood.com/2006/01/28/shikampur-kebabs-minced-mutton-based-lentil-patty/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/",""
"Bhindi Sambhariya ~ Gujarati Style Stuffed Okra","http://www.sailusfood.com/2011/08/18/bhindi-sambhariya-gujarati-style-stuffed-okra/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/17/",""
"Summer Coolers ~ Watermelon Smoothie","http://www.sailusfood.com/2010/05/13/summer-coolers-watermelon-smoothie/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/22/","Come summer, its the season for watermelons. I usually blend the watermelon cubes along with fresh mint and serve chilled. Watermelon smoothie is another great summer cooler that is prepared using de-seeded and cubed watermelon, strawberry crush and honey. Simply superb!"
"Andhra Khichdi – Pulagam – Lentil-Rice Medley","http://www.sailusfood.com/2006/06/27/andhra-khichdi-pulagam-lentil-rice-medley/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/",""
"Basic Eggless Cake (Using Curd)","http://www.sailusfood.com/2010/06/15/basic-eggless-cake-using-curd/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/","If you want to frost the cake follow this vanilla butter icing recipe – Sieve 1 1/2 cups icing sugar and add to 1 1/4 cups white butter and beat until smooth using an electric beater. Add pinch of salt and 1 tsp vanilla essence and combine. Chill and and spread the icing all over the cake."
"Thotakura Bangaladumpa Vepudu ~ Amaranth leaves Potato Fry","http://www.sailusfood.com/2010/04/14/thotakura-bangaladumpa-vepudu-amaranth-leaves-potato-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/23/","A mild and sweet flavored stir fry using amaranth leaves and potatoes. I have used the leaves and tender stalks of amaranth that were par boiled and sauteed along with boiled potatoes in a paste of coconut, green chillis, ginger and cumin. Makes for a good side with rice or rotis."
"Instant Mango Pickles – Mamidi Turumu Pachadi & Mukkalu Pachadi","http://www.sailusfood.com/2008/04/30/mamidi-turumu-pachadi-mukkalu-pachadi-instant-green-mango-pickles/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/33/","Instant pickles need less oil, salt and spice and less shelf life. Usually unripe, mature green mangoes, with white flesh that is sour to taste, known as pachadi mamidikaya (pickle mangoes) are preferred. If the mango is green, hard on touch yet with a slightly yellow colored flesh with a sweet flavor, then it is rendered useless for pickling and is best left to ripen. I grew up eating a variety of mango pickles, a few were instant pickles, prepared with mangoes which had fallen off the trees in our backyard. If there were half a dozen such fallen mangoes, my mother would prepare two or three varieties of instant pickles. One such pickle is Mamidi turumu pachadi (also known as Pulihora avakai), made from grated mango, chilli powder, methi and seasoning of spices. The other instant pickle is Mamidi mukkala pachadi made from finely chopped pieces of mango, chilli powder and mustard powder. Both need to be refrigerated and can stored for atleast 2-3 minutes"
"Chinese Sweet & Sour Chicken Legs And Spiced Chinese Fish Fillet","http://www.sailusfood.com/2006/01/29/chinese-sweet-sour-chicken-legs-and-spiced-chinese-fish-fillet/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","6 chicken legs

4 tbsp tomato sauce

2 tbsp vinegar

1/2 tsp soya sauce

1/2 tsp red chilli pwd

1/4 tsp black pepper pwd

salt to taste

1 big onion finely chopped

2 dry red chilli deseed & tear into pieces(or chopped green chillis)

1 tsp grated ginger-garlic (optional)

1 tbsp oil"
